Sample in Buffer,Sample in Window,TRIGGER,design_1_i/design_1_i/usp_rf_data_converter_0_m00_axis_tdata_1[63:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED
3689,3689,0,-566054746757203900
3690,3690,0,-576188034897872888
3691,3691,0,-590824888308795404
3692,3692,0,-594202845728409652
3693,3693,0,-606588002406959156
3694,3694,0,-609965547506042960
3695,3695,0,-732690441269611048
3696,3696,0,-724809073200138732
3697,3697,0,-719179539308808704
3698,3698,0,-736067969191447044
3699,3699,0,-731564541361719844
3700,3700,0,-679772509980264816
3701,3701,0,-675268790093810016
3702,3702,0,-668513425013016940
3703,3703,0,-678646283655907656
3704,3704,0,-659505864978925892
3705,3705,0,-464722518174009000
3706,3706,0,-465848091654686320
3707,3707,0,-426441405937157660
3708,3708,0,-417433948978087512
3709,3709,0,-401670955141105160
3710,3710,0,-390411835809924536
3711,3711,0,-113436180876034524
3712,3712,0,-104428672380502416
3713,3713,0,-72903268823138620
3714,3714,0,-57140395247337748
3715,3715,0,-34622190948384988
3716,3716,0,262338612541260620
3717,3717,0,271346017958364044
3718,3718,0,287109080517444600
3719,3719,0,311878861290472480
3720,3720,0,323138100882048040
3721,3721,0,573091625468954504
3722,3722,0,577595259459733472
3723,3723,0,574217834618161184
3724,3724,0,597861973182646292
3725,3725,0,611372668987115680
3726,3726,0,611373064127252544
3727,3727,0,723964686926350836
3728,3728,0,723964875902814712
3729,3729,0,731846054995823120
3730,3730,0,732972246956771868
3731,3731,0,745356956952955424
3732,3732,0,687935443216632248
3733,3733,0,684557537338198436
3734,3734,0,676676237989775740
3735,3735,0,673298332110817616
3736,3736,0,663165404749498696
3737,3737,0,471759225083922084
3738,3738,0,446989358408402584
3739,3739,0,440233649725769264
3740,3740,0,417715359526684176
3741,3741,0,408707971294168524
3742,3742,0,397449058123777436
3743,3743,0,109214094879621532
3744,3744,0,86695856221978996
3745,3745,0,91199009169080628
3746,3746,0,75436444826206488
3747,3747,0,61925199265398988
3748,3748,0,-253049865296610152
3749,3749,0,-263183273697411988
3750,3750,0,-293582571188716484
3751,3751,0,-313849044391363596
3752,3752,0,-313849491070846012
3753,3753,0,-555921613234309032
3754,3754,0,-580691754781181912
3755,3755,0,-573936252263532572
3756,3756,0,-598706273558136848
3757,3757,0,-600958193629857856
3758,3758,0,-614468975336294516
3759,3759,0,-727060873016445460
3760,3760,0,-713550211572238840
3761,3761,0,-728186910360144400
3762,3762,0,-733816169378286144
3763,3763,0,-718053845560396316
3764,3764,0,-693283446303951212
3765,3765,0,-685401957973821788
3766,3766,0,-675268635471317372
3767,3767,0,-660631850784065844
3768,3768,0,-661757922488027444
3769,3769,0,-487240447589287632
3770,3770,0,-463596463639692936
3771,3771,0,-435448536466916892
3772,3772,0,-429818641795188244
3773,3773,0,-417433725636642264
3774,3774,0,-401671058217436584
3775,3775,0,-108932684323684828
3776,3776,0,-102177010003673516
3777,3777,0,-81910708597621028
3778,3778,0,-70651159763943728
3779,3779,0,-43629390206795996
3780,3780,0,264590171833107292
3781,3781,0,263464615528891276
3782,3782,0,287108857172853712
3783,3783,0,301745865206006748
3784,3784,0,332145334493643864
3785,3785,0,571965485041321960
3786,3786,0,579847248251979700
3787,3787,0,585476764964489248
3788,3788,0,600113566835279896
3789,3789,0,614750540505811048
3790,3790,0,620380314924746896
3791,3791,0,727342352286616056
3792,3792,0,714957401771215352
3793,3793,0,725090518114765336
3794,3794,0,739727423060052544
3795,3795,0,741979291595835920
3796,3796,0,685683557509892484
3797,3797,0,681180043777673576
3798,3798,0,674424266380020044
3799,3799,0,674424266374777208
3800,3800,0,654157896250820932
3801,3801,0,483018327232087748
3802,3802,0,465003533582993024
3803,3803,0,446988946091017772
3804,3804,0,424470758968788488
3805,3805,0,428974100897596912
3806,3806,0,401952417229047200
3807,3807,0,115969425597006268
3808,3808,0,100206655100944776
3809,3809,0,75436719709356356
3810,3810,0,55170109065658592
3811,3811,0,34903635858817220
3812,3812,0,-253049796575560520
3813,3813,0,-266560835979772844
3814,3814,0,-300338297046238164
3815,3815,0,-307093954192409628
3816,3816,0,-325108661942682660
3817,3817,0,-557047410063509416
3818,3818,0,-571684211929581492
3819,3819,0,-575062014732994568
3820,3820,0,-600957884393261136
3821,3821,0,-599832465525377096
3822,3822,0,-612217398860908628
3823,3823,0,-718053605035936268
3824,3824,0,-715801719326050780
3825,3825,0,-734942034924341752
3826,3826,0,-727061027631073828
3827,3827,0,-748453074322524708
3828,3828,0,-686527960963549592
3829,3829,0,-692157460497762700
3830,3830,0,-673016732582087008
3831,3831,0,-678646318012500284
3832,3832,0,-652750482714069312
3833,3833,0,-475981345439024820
3834,3834,0,-465848022934423196
3835,3835,0,-442204004629546580
3836,3836,0,-429818933852702248
3837,3837,0,-421937290905322972
3838,3838,0,-390411887348745680
3839,3839,0,-116813880593416628
3840,3840,0,-93169707671290260
3841,3841,0,-81910605516833092
3842,3842,0,-66147663219458316
3843,3843,0,-34622053506285740
3844,3844,0,260086675292554048
3845,3845,0,279227489107837900
3846,3846,0,298367753165734900
3847,3847,0,305123599286010884
3848,3848,0,314131039062590552
3849,3849,0,558454720519473036
3850,3850,0,573091659829217216
3851,3851,0,583225033873426424
3852,3852,0,611372772061087820
3853,3853,0,618128377666865288
3854,3854,0,602365847692642412
3855,3855,0,727342489723472392
3856,3856,0,721712887112665596
3857,3857,0,722838924457413144
3858,3858,0,737475588885580316
3859,3859,0,729594392622664272
3860,3860,0,687935099624491420
3861,3861,0,686809234073717088
3862,3862,0,674424352277793184
3863,3863,0,676676134911084908
3864,3864,0,658661461517928768
3865,3865,0,469507493988140720
3866,3866,0,458248305939056268
3867,3867,0,437981781194704432
3868,3868,0,406456412002321948
3869,3869,0,408708211809191420
3870,3870,0,401952400049178064
3871,3871,0,110340166582534596
3872,3872,0,91199352770658680
3873,3873,0,84443781523046740
3874,3874,0,73184541930160440
3875,3875,0,39407338563305676
3876,3876,0,-255301665110557548
3877,3877,0,-268812635791885172
3878,3878,0,-286827240465302488
3879,3879,0,-311597382018728968
3880,3880,0,-322856810588341324
3881,3881,0,-571684315006175136
3882,3882,0,-580691582983014372
3883,3883,0,-582943485880633356
3884,3884,0,-589699022763788292
3885,3885,0,-596454594004584540
3886,3886,0,-603210165245904972
3887,3887,0,-727060941732252176
3888,3888,0,-742823660686608944
3889,3889,0,-728186910357522944
3890,3890,0,-718053587858164224
3891,3891,0,-728186841642764832
3892,3892,0,-684276229866719652
3893,3893,0,-692157391774091624
3894,3894,0,-666261487757756820
3895,3895,0,-674142890184345972
3896,3896,0,-666261247234869512
3897,3897,0,-475981448520337104
3898,3898,0,-468099977369552516
3899,3899,0,-446707535538488876
3900,3900,0,-415182235061126680
3901,3901,0,-403922926753482168
3902,3902,0,-401670834879661488
3903,3903,0,-113436249592889796
3904,3904,0,-93169673311551900
3905,3905,0,-90917667337339196
3906,3906,0,-57140395245240592
3907,3907,0,-43629424561815692
3908,3908,0,255583144379679588
3909,3909,0,272471849143632828
3910,3910,0,305123290046268396
3911,3911,0,307375227302315020
3912,3912,0,325390209931281476
3913,3913,0,567461988490545088
3914,3914,0,577595259457636328
3915,3915,0,577595671777642520
3916,3916,0,597862076259764272
3917,3917,0,607994969265014844
3918,3918,0,609121333031471200
3919,3919,0,726216486736890388
3920,3920,0,728468269369133592
3921,3921,0,718335118668466692
3922,3922,0,741979308774656600
3923,3923,0,737475623246891552
3924,3924,0,687935529121745284
3925,3925,0,690186865077389728
3926,3926,0,663165404746352976
3927,3927,0,657535802133973332
3928,3928,0,667668798212147504
3929,3929,0,462752094550230740
3930,3930,0,449240986428376752
3931,3931,0,437981918635230776
3932,3932,0,422219165318252072
3933,3933,0,401952640571016684
3934,3934,0,392945355413521896
3935,3935,0,117095359868305892
3936,3936,0,95703124193050996
3937,3937,0,84443953323835708
3938,3938,0,50666475073831140
3939,3939,0,34903498420912332
3940,3940,0,-259805230377665380
3941,3941,0,-280071497422406548
3942,3942,0,-286827309184517088
3943,3943,0,-309345513482421272
3944,3944,0,-329612210028348484
3945,3945,0,-558173344330614692
3946,3946,0,-569432601097078780
3947,3947,0,-597580356468803564
3948,3948,0,-609965375705253936
3949,3949,0,-603210165243283480
3950,3950,0,-609965753665521788
3951,3951,0,-727060735574870512
3952,3952,0,-727060684034738712
3953,3953,0,-747327277498042888
3954,3954,0,-727061079171729984
3955,3955,0,-732690406907775524
3956,3956,0,-675268824454072740
3957,3957,0,-684276126787504520
3958,3958,0,-677520761707235704
3959,3959,0,-661757956849338728
3960,3960,0,-661757716331170076
3961,3961,0,-466973905666639532
3962,3962,0,-447833590065989244
3963,3963,0,-442204038987187748
3964,3964,0,-432070561869530664
3965,3965,0,-417433794358478324
3966,3966,0,-410677999772304804
3967,3967,0,-115688049405526492
3968,3968,0,-90917839134458248
3969,3969,0,-79659080583151980
3970,3970,0,-72903062662611224
3971,3971,0,-50384927082086620
3972,3972,0,251079510394930072
3973,3973,0,271346224117056452
3974,3974,0,291612645787698172
3975,3975,0,317508360823899200
3976,3976,0,318634415354020968
3977,3977,0,558454823597639584
3978,3978,0,579847145168570324
3979,3979,0,580973268417382376
3980,3980,0,591106590920411176
3981,3981,0,588854842647906420
3982,3982,0,624883880186087476
3983,3983,0,723964755645303280
3984,3984,0,732972075160177152
3985,3985,0,728468286551624224
3986,3986,0,730720344066492948
3987,3987,0,741979325952428596
3988,3988,0,685683626226223572
3989,3989,0,681179837619767732
3990,3990,0,681179871977408876
3991,3991,0,669920666751600992
3992,3992,0,656409678885685552
3993,3993,0,471759362524448456
3994,3994,0,455996643566421644
3995,3995,0,426722747770734148
3996,3996,0,424470930767480304
3997,3997,0,424470569989965300
3998,3998,0,404204320120112576
3999,3999,0,118221225414361564
4000,4000,0,95703055473574248
4001,4001,0,79940044459344164
4002,4002,0,59673743050670380
4003,4003,0,34903601497505972
4004,4004,0,-264308761284510596
4005,4005,0,-289078868480820116
4006,4006,0,-286827171747398592
4007,4007,0,-310471619550053372
4008,4008,0,-325108421423465452
4009,4009,0,-563802981300635548
4010,4010,0,-589698816598542280
4011,4011,0,-588573054134847548
4012,4012,0,-605461844796835852
4013,4013,0,-608839492981950516
4014,4014,0,-616720895412209780
4015,4015,0,-719179539305138684
4016,4016,0,-718053708120394248
4017,4017,0,-733816375537240604
4018,4018,0,-729312775908297244
4019,4019,0,-725935110549604912
4020,4020,0,-684276023711435172
4021,4021,0,-675268893172500860
4022,4022,0,-679772664598038920
4023,4023,0,-657254151064062220
4024,4024,0,-652750534254725404
4025,4025,0,-466974146183759556
4026,4026,0,-461344320227575424
4027,4027,0,-446707535536916008
4028,4028,0,-436574298933233212
4029,4029,0,-408426526379804148
4030,4030,0,-392663755885315520
4031,4031,0,-124695386102366652
4032,4032,0,-90917976573936004
4033,4033,0,-72903165743923492
4034,4034,0,-57140463965241584
4035,4035,0,-43629184041025684
4036,4036,0,257835047276512088
4037,4037,0,272471952226255732
4038,4038,0,291612353720484796
4039,4039,0,313004829919151084
4040,4040,0,316382804520731684
4041,4041,0,559580826584221648
4042,4042,0,570839945913829372
4043,4043,0,586602767952119836
4044,4044,0,606869292694898764
4045,4045,0,597862213701339204
4046,4046,0,618128480745031824
4047,4047,0,737475417086888468
4048,4048,0,737475571704138296
4049,4049,0,730720361242167832
4050,4050,0,744231211669129780
4051,4051,0,746482959942683196
4052,4052,0,692438991308065196
4053,4053,0,689061377487931820
4054,4054,0,683431551534107008
4055,4055,0,682305531361888616
4056,4056,0,658661461519501664
4057,4057,0,458248494923384468
4058,4058,0,446989289688925812
4059,4059,0,442485552624436788
4060,4060,0,435729929838265848
4061,4061,0,419967073443382756
4062,4062,0,388441755783529864
4063,4063,0,102458798515683740
4064,4064,0,100206758181732704
4065,4065,0,75436650988831044
4066,4066,0,73184541937500412
4067,4067,0,32652007841726692
4068,4068,0,-255301802550559548
4069,4069,0,-277819800687412156
4070,4070,0,-289079108997415932
4071,4071,0,-304841845138719784
4072,4072,0,-329611917971620932
4073,4073,0,-563802775141681092
4074,4074,0,-573936063283398592
4075,4075,0,-597580219029325792
4076,4076,0,-587447154231150660
4077,4077,0,-605461758901160020
4078,4078,0,-603210319866300548
4079,4079,0,-724809141918042668
4080,4080,0,-713549971049876008
4081,4081,0,-731564403923814896
4082,4082,0,-738320078241204764
4083,4083,0,-737194178334886396
4084,4084,0,-677520710164482444
4085,4085,0,-688779588974348628
4086,4086,0,-666261401858935120
4087,4087,0,-662883581876701492
4088,4088,0,-661757664787892544
4089,4089,0,-482736710520866488
4090,4090,0,-454589161306523244
4091,4091,0,-424189537398490672
4092,4092,0,-420811442540185036
4093,4093,0,-403922961115317752
4094,4094,0,-388160018815059352
4095,4095,0,-115687740169454020
